conm,fyear,at,roe,return
AUSTRALIAN SILICA QUARTZ GRP,2023,6.891,-0.348932868,
ALPHA HPA LTD,2023,67.112,-0.304828739,
PILBARA MINERALS LTD,2023,5198.835,1.02140559,
IMPEDIMED LTD,2023,68.736,-0.366698534,
GBM RESOURCES LTD,2023,63.977,-0.053630122,
APOLLO MINERALS LTD,2023,9.755,-0.403619276,
SUNRISE ENERGY METALS LTD,2023,17.797,-0.449981497,
SUPERIOR RESOURCES LTD,2023,15.94,-0.063903964,
HAWSONS IRON LTD,2023,64.819,0.225202121,
SILVER LAKE RESOURCES LTD,2023,1342.417,0.028783801,
GREEN CRITICAL MINERALS LTD,2023,12.358,-0.240737617,
MARMOTA LTD,2023,19.569,-0.020990566,
RHINOMED LTD,2023,3.075,,
SOUTHERN CROSS ELEC ENGR,2023,318.434,0.11274822,
ALCHEMY RESOURCES LTD,2023,14.975,-0.058045345,
ALLKEM LIMITED,2023,5217.193,0.139238811,
SAUNDERS INTL LTD,2023,90.657,0.266227209,
ALLEGRA MEDICAL TECHNOLOGIES,2023,2.913,-6.590837283,
DISCOVEX RESOURCES LTD,2023,10.276,-0.071807752,
KINGSROSE MINING LIMITED,2023,41.379,-0.05606193,
NEX METALS EXPLORATION LTD,2023,1.444,,
EMMERSON RESOURCES LTD,2023,8.101,-0.175524333,
E79 GOLD MINES LIMITED,2023,8.409,-0.458340394,
SI6 METALS LIMITED,2023,0.871,-1.196372733,
LASERBOND LIMITED,2023,51.832,0.162484209,
WEST WITS MINING LTD,2023,25.93,-0.093297132,
JATCORP LTD,2023,26.307,-0.305595978,
ENVIROSUITE LTD,2023,144.689,-0.084859043,
LODESTAR MINERALS LTD,2023,4.35,-0.102020537,
AGUIA RESOURCES LTD,2023,34.334,-0.068066332,
K2FLY LTD,2023,23.243,-0.165329352,
VYSARN LTD,2023,60.079,0.126964874,
QUEENSLAND PACIFIC METALS,2023,34.025,-1.697654705,
POINTERRA LTD,2023,4.682,-5.228788765,
RPMGLOBAL HOLDINGS LTD,2023,115.103,0.062496823,
EASTERN RESOURCES LIMITED,2023,13.231,-0.066716155,
INCA MINERALS LTD,2023,13.599,-0.107664301,
MY REWARDS INTERNATIONAL LTD,2023,4.723,,
GIBB RIVER DIAMONDS LTD,2023,3.411,-0.112945839,
VERIS LTD,2023,69.539,0.037311873,
SPRINTEX LTD,2023,2.295,,
CAPRICORN METALS LTD,2023,536.485,0.017453856,
FENIX RESOURCES LTD,2023,187.021,0.251036223,
PEPPERMINT INNOVATION LTD,2023,3.462,-0.62901354,
IRON ROAD LTD,2023,135.791,-0.003516602,
ACROW LIMITED,2023,218.516,0.251950828,
PURSUIT MINERALS LTD,2023,47.356,-0.149016949,
BASE RESOURCES LTD,2023,377.349,-0.015561438,
HEXAGON ENERGY MATERIALS LTD,2023,4.462,-0.286485676,
WHITE CLIFF MINERALS LTD,2023,12.281,0.416672163,
ARGENT MINERALS,2023,3.027,-1.420471281,
MANHATTAN CORP LTD,2023,14.025,-0.070568468,
PNX METALS LTD,2023,29.486,-0.057138424,
EMU NL,2023,1.211,-2.43627451,
HASTINGS TECH METALS LTD,2023,493.422,-0.035408241,
AVZ MINERALS LTD,2023,206.939,-0.072891273,
GENESIS MINERALS LTD,2023,1016.496,-0.257866474,
CYNATA THERAPEUTICS LTD,2023,18.994,-0.701675923,
BUXTON RESOURCES,2023,5.229,-0.808699385,
IONEER LTD,2023,206.319,-0.025937763,
COPPERMOLY LIMITED,2023,2.255,-0.090913525,
GREAT NORTHERN MINERALS LTD,2023,4.731,0.645986266,
LITHIUM AUSTRALIA LIMITED,2023,25.083,-0.482262416,
CREDIT INTELLIGENCE LTD,2023,27.197,-0.275211435,
NELSON RESOURCES LTD,2023,7.358,-0.179212944,
JAMESON RESOURCES LTD,2023,45.365,-0.054930048,
RESOURCE BASE LTD,2023,5.931,-0.625009679,
LOTUS RESOURCES LTD,2023,71.771,-0.391713078,
AUSMON RESOURCES LTD,2023,2.355,-0.296060255,
NEXTED GROUP LTD,2023,172.07,0.056816213,
CAR GROUP LTD,2023,4684.658,0.316434869,
ZEOTECH LTD,2023,14.953,-0.214044213,
GENESIS RESOURCES LTD,2023,22.662,-0.251036418,
MATRIX COMPOSITES,2023,79.887,0.681984211,
PEAKO LTD,2023,6.416,-0.178725702,
PROSPECT RESOURCES LTD,2023,29.774,-0.021744261,
SPARTAN RESOURCES LIMITED,2023,170.781,-0.397481801,
AUSGOLD LTD,2023,81.546,-0.069522308,
PHOSCO LTD,2023,1.427,-9.226086957,
ELEMENTOS LTD,2023,22.963,-0.10612167,
ALTAMIN LIMITED,2023,5.169,-0.657998607,
OAKAJEE CORP LTD,2023,2.445,-0.196799052,
ALTECH BATTERIES LIMITED,2023,44.878,-0.893967066,
INVION LTD,2023,19.047,-0.085055958,
CATALINA RESOURCES LTD,2023,7.087,-0.216920397,
EARLYPAY LTD,2023,360.299,-0.097667409,
NUHEARA LTD,2023,13.018,-3.077185709,
HOT CHILI LTD,2023,224.432,-0.025533766,
METAROCK GROUP LTD,2023,226.955,-1.276690069,
VIKING MINES LTD,2023,11.691,0.136717428,
CANYON RESOURCES LTD,2023,29.581,-0.202546555,
ANSON RESOURCES LTD,2023,59.733,-0.389222026,
TALGA GROUP LTD,2023,65.149,-1.036828008,
RAGUSA MINERALS LTD,2023,4.755,-0.471271788,
TERRACOM LTD,2023,356.204,1.675596713,
ARUMA  RESOURCES LTD,2023,3.49,-0.807157058,
ZULEIKA GOLD LTD,2023,8.436,-0.124072425,
G11 RESOURCES LIMITED,2023,9.295,-0.188470218,
CLARA RESOURCES AUSTRALIA,2023,13.878,-0.623982737,
ST GEORGE MINING LTD,2023,3.906,-4.576791809,
AURIZON HOLDINGS LTD,2023,11679,0.073927875,
APPLYFLOW LTD,2023,3.619,-0.93514065,
PREDICTIVE DISCOVERY LTD,2023,133.788,-0.110692233,
EUROPEAN LITHIUM LTD,2023,71.718,-0.168568569,
YOJEE LTD,2023,7.799,-0.582894797,
NEXTDC LTD,2023,3849.999,-0.012900658,
CASTILLO COPPER LTD,2023,12.2,-0.446689402,
RENASCOR RESOURCES LTD,2023,168.968,0.003238404,
CORPORATE TRAVEL MGMT LTD,2023,1722.851,0.069242933,
REDFLOW LTD,2023,13.904,-1.446308547,
MIDDLE ISLAND RESOURCES LTD,2023,3.977,-0.812519178,
ECHO IQ LIMITED,2023,10.384,-1.073367095,
SHEFFIELD RESOURCES LTD,2023,169.917,-0.052945354,
BULLETIN RESOURCES LTD,2023,12.755,0.050555755,
PURIFLOH LTD,2023,0.096,,
NETLINKZ LTD,2023,23.236,-0.846558574,
AERIS RESOURCES LTD,2023,570.504,-0.504247646,
ALLIGATOR ENERGY LTD,2023,44.124,-0.06682896,
QX RESOURCES LTD,2023,4.163,-0.456282571,
AMERICAN RARE EARTHS LTD,2023,25.915,-0.235291262,
ECLIPSE METALS LTD,2023,13.367,-0.215956757,
VRX SILICA LTD,2023,18.557,-0.259973797,
WIA GOLD LIMITED,2023,17.231,-0.107306419,
METALBANK LTD,2023,14.399,-0.410284782,
NEWPEAK METALS LTD,2023,15.369,0.470122675,
GREAT SOUTHERN MINING LTD,2023,13.256,-0.174828005,
INFINITY LITHIUM CORP LTD,2023,27.981,-0.140612139,
GR ENGINEERING SERVICES LTD,2023,189.75,0.45106774,
ANTIPA MINERALS LTD,2023,71.189,-0.050758255,
MUSGRAVE MINERALS LTD,2023,56.537,-0.04683293,
TREASURY WINE ESTATES LTD,2023,7091.3,0.066565532,
WARRIEDAR RESOURCES LIMITED,2023,85.519,-0.249857734,
ARK MINES LTD,2023,4.774,-0.202733021,
MOTIO LTD,2023,10.03,-0.296173321,
FIRSTWAVE CLOUD TECH LTD,2023,63.33,-0.228732768,
PARKWAY CORPORATE LTD,2023,11.964,-0.188129899,
THE STAR ENTERTAINMENT GROUP,2023,3260.3,-0.936381289,
MRG METALS LTD,2023,6.807,-0.128801703,
BLUECHIIP LTD,2023,6.304,-1.498736435,
ASSETOWL LTD,2023,0.093,-7.075771749,
ASTON MINERALS LIMITED,2023,2.043,-2.78436304,
MEDADVISOR LTD,2023,95.908,-0.272386666,
THETA GOLD MINES LTD,2023,19.603,-3.403729717,
ALCIDION GROUP LTD,2023,120.684,-0.039289594,
AUDALIA RESOURCES LTD,2023,12.158,-0.261259957,
AUSTIN METALS LTD,2023,14.998,-0.039145197,
KINETIKO ENERGY LTD,2023,13.22,-0.405992509,
LINIUS TECHNOLOGIES LTD,2023,2.043,-6.890789474,
MITCHELL SERVICES LTD,2023,134.605,0.118109075,
AUCTUS INVESTMENT GROUP LTD,2023,41.567,-0.009248191,
STRATEGIC ELEMENTS LTD,2023,8.281,-0.394931023,
BEGA CHEESE LTD,2023,2153.1,-0.202903667,
RED MOUNTAIN MINING LTD,2023,3.288,-1.197823129,
FUTURE BATTERY MINERALS LTD,2023,26.794,-0.102378622,
GOLD MOUNTAIN LTD,2023,11.381,-0.76162769,
AUSTRALIA UNITED MINING LTD,2023,5.677,-0.059966011,
ENSURANCE LTD,2023,20.046,0.056541582,
ENERGY ACTION LTD,2023,9.628,,
CORE LITHIUM LTD,2023,503.143,0.036418949,
DATELINE RESOURCES LTD,2023,37.332,-1.063384321,
GALAN LITHIUM LTD,2023,128.042,-0.074930647,
RUMBLE RESOURCES LTD,2023,54.098,-0.095212766,
AUMAKE LIMITED,2023,6.373,-0.652239449,
ALLIANCE AVIATION SERVICES,2023,779.778,0.109954133,
INVICTUS ENERGY LTD,2023,98.953,-0.070168305,
TARUGA MINERALS LTD,2023,12.911,-0.083869845,
ARMOUR ENERGY LTD,2023,107.418,-0.462185143,
HELIOS ENERGY LTD,2023,51.981,-0.160383863,
RIEDEL RESOURCES LTD,2023,9.66,-0.11362849,
DISCOVERY ALASKA LIMITED,2023,2.348,-0.178281317,
MINREX RESOURCES LTD,2023,19.034,-0.657672209,
MCS SERVICES LTD,2023,11.265,-0.613250653,
LOCALITY PLANNING ENERGY HOL,2023,24.312,-0.827256467,
COHIBA MINERALS LTD,2023,11.245,-0.342280619,
CRADLE RESOURCES LTD,2023,0.031,,
ESTRELLA RESOURCES LTD,2023,23.328,-0.076971034,
JAVELIN MINERALS LIMITED,2023,8.483,-0.076824584,
ALICANTO MINERALS LTD,2023,5.425,-1.459101263,
NEWFIELD RESOURCES LTD,2023,140.455,-0.10325477,
DACIAN GOLD LTD,2023,114.988,-0.735396117,
SANTA FE MINERALS LTD,2023,2.945,-0.304861631,
TUNGSTEN MINING NL,2023,35.064,-0.086435387,
GCX METALS LIMITED,2023,3.983,-0.269808917,
BURGUNDY DIAMOND MINES LTD,2023,203.365,-0.326979806,
4DS MEMORY LTD,2023,5.853,-1.047171516,
ECOGRAF LTD,2023,62.091,-0.119348562,
ORECORP LTD,2023,33.736,-0.485746206,
BOADICEA RESOURCES LTD,2023,6.827,-0.133040714,
ZEUS RESOURCES LTD,2023,3.326,-0.357703927,
XREALITY GROUP LIMITED,2023,39.353,-0.16419867,
NINE ENTERTAINMENT CO HLDGS,2023,4015.629,0.102117836,
MALABAR COAL LTD,2023,492.358,0.070072259,
TLOU ENERGY LTD,2023,71.627,-0.077858657,
SANTANA MINERALS LTD,2023,39.986,-0.235843229,
IPB PETROLEUM LTD,2023,5.509,-0.1581491,
SHINE JUSTICE LTD,2023,621.297,0.012091501,
CLASSIC MINERALS LTD,2023,10.068,,
ALTO METALS LTD,2023,30.311,-0.093403041,
ADVERITAS LTD,2023,8.983,-4.974031891,
KRAKATOA RESOURCES LTD,2023,1.387,-1.471137521,
AVIRA RESOURCES LTD,2023,1.898,-0.374763774,
STEADFAST GROUP LTD,2023,4885.1,0.101559355,
EMETALS LTD,2023,10.982,0.420853081,
REGENEUS LTD,2023,2.464,-3.551578947,
PERPETUAL RESOURCES LTD,2023,5.266,-0.735410334,
KELSIAN GROUP LIMITED,2023,2178.066,0.026859587,
KIN MINING NL,2023,21.762,-0.623527772,
ASSET VISION CO LIMITED,2023,9.454,-0.824020179,
ORORA LTD,2023,2801.8,0.241269012,
DORSAVI LTD,2023,2.689,-1.256295274,
PURE HYDROGEN CORPORATION LI,2023,33.425,0.047826455,
PACT GROUP HLDGS LTD,2023,2082.186,-0.015868478,
QUANTUM GRAPHITE LTD,2023,20.92,-0.299098472,
SG FLEET GROUP LTD,2023,2837.211,0.13386144,
DOME GOLD MINES LTD,2023,36.111,-0.081446485,
BEACON LIGHTING GROUP LTD,2023,332.919,0.237565803,
BAPCOR LTD,2023,2092.375,0.096111063,
MONASH IVF GROUP LTD,2023,421.894,0.080718069,
STAVELY MINERALS LTD,2023,8.986,-1.575633615,
3P LEARNING LTD,2023,262.735,0.032286514,
ELANOR INVESTORS GROUP,2023,779.916,-0.493030145,
DUKETON MINING LTD,2023,16.478,-0.170301514,
ORTHOCELL LTD,2023,29.605,-0.778324509,
ASHLEY SERVICES GROUP LTD,2023,112.296,0.330116981,
VICTOR GROUP HOLDINGS LTD,2023,13.605,-0.120183908,
INCENTIAPAY LTD,2023,4.68,,
URBANISE.COM LTD,2023,16.776,-0.643932935,
REGIS HEALTHCARE LTD,2023,1663.51,-0.48468071,
REWARDLE HOLDINGS LTD,2023,8.725,7.474443776,
IPH LTD,2023,1196.625,0.128205459,
SIMONDS GROUP LTD,2023,160.535,-1.679017649,
PACIFIC SMILES GROUP LTD,2023,188.108,0.040286549,
ESTIA HEALTH LTD,2023,1869.311,-0.06504505,
DTI GROUP LTD,2023,13.173,-0.135975698,
LOVISA HOLDINGS LTD,2023,518.403,0.944675425,
HYGROVEST LTD,2023,21.964,-0.18220901,
UNITH LTD,2023,12.175,-0.104437152,
ATLANTIC LITHIUM LIMITED,2023,36.771,-0.375038464,
ANATARA LIFESCIENCES LTD,2023,1.419,-1.768356643,
EXPERIENCE CO LTD,2023,190.796,-0.004286533,
AEERIS LTD,2023,2.904,-0.081392818,
GENETIC SIGNATURES LTD,2023,49.078,-0.287608989,
PROTEOMICS INTERNATIONAL LAB,2023,10.075,-1.049261084,
AVA RISK GROUP LTD,2023,37.075,-0.038187022,
SOUTH32 LTD,2023,14564,-0.017166104,
SUPERLOOP LTD,2023,525.911,-0.110297134,
ADAIRS LTD,2023,595.945,0.189165817,
BAUMART HOLDINGS LTD,2023,5.712,-0.05677103,
SHRIRO HOLDINGS LTD,2023,97.87,0.145079175,
GENEX POWER LTD,2023,849.364,-0.005159917,
THRIVE TRIBE TECHNOLOGIES LI,2023,7.213,-0.928062216,
PUREPROFILE LTD,2023,22.527,-0.34496124,
PARADIGM BIOPHARMACEUTICAL,2023,67.07,-1.081570997,
BESTON GLOBAL FOOD CO LTD,2023,104.256,-0.975376867,
ADHERIUM LTD,2023,12.681,-1.33658735,
KINATICO LIMITED,2023,32.441,0.009436216,
KNOSYS LTD,2023,13.841,-0.274225774,
BABY BUNTING GROUP LTD,2023,343.888,0.08851362,
S2 RESOURCES LTD,2023,9.685,-0.717997768,
INTEGRAL DIAGNOSTICS LTD,2023,839.011,0.069527358,
PWR HOLDINGS LTD,2023,123.156,0.263873304,
MILLENNIUM SERVICES GROUP,2023,50.597,0.678692221,
IDP EDUCATION LTD,2023,1233.467,0.305333326,
HAZER GROUP LTD,2023,12.665,-1.489353914,
TEMPLE & WEBSTER GROUP LTD,2023,190.781,0.078853795,
WELLARD LTD,2023,45.682,-0.338961906,
BETMAKERS TECHNOLOGY GRP LTD,2023,199.545,-0.228202729,
APIAM ANIMAL HEALTH LTD,2023,246.037,0.020113242,
MEGAPORT LTD,2023,202.226,-0.072353104,
PSC INSURANCE GROUP LTD,2023,1080.465,0.129578394,
IVE GROUP LTD,2023,675.278,0.091181241,
AD1 HOLDINGS LTD,2023,10.824,-2.384706932,
MICRO-X LTD,2023,30.298,-0.589551011,
RECCE PHARMACEUTICALS LTD,2023,2.556,-3.499799277,
TESSERENT LTD,2023,253.834,-0.04048217,
VECTUS BIOSYSTEMS LTD,2023,4.63,,
WISETECH GLOBAL LTD,2023,2658.6,0.132220076,
MOTORCYCLE HOLDINGS LTD,2023,409.931,0.130547,
RELIANCE WORLDWIDE CORP LTD,2023,2058.585,0.118250202,
ARTICORE GROUP LIMITED,2023,134.718,-0.672237628,
VISIONFLEX GROUP LIMITED,2023,3.356,,
GTN LTD,2023,310.984,0.011951604,
LIVEHIRE LTD,2023,13.769,-1.611180833,
KOGAN.COM LTD,2023,274.058,-0.151912421,
SHAVER SHOP GROUP LTD,2023,124.654,0.206456761,
LITHIUM POWER INTERNATIONAL,2023,186.479,0.014947601,
CHANGE FINANCIAL LTD,2023,15.301,-0.495331862,
AURORA LABS LTD,2023,2.178,-1.448410758,
QANTM INTELLECTUAL PROPERTY,2023,145.688,0.108329082,
SUGAR TERMINALS LTD,2023,379.527,0.086298008,
THE MARKET LIMITED,2023,167.345,0.092630116,
POWERHOUSE VENTURES LTD,2023,10.746,0.066595458,
ADALTA LTD,2023,7.733,-1.331229418,
ARDEA RESOURCES LTD,2023,47.784,-0.089293619,
VEEM LTD,2023,91.504,0.0909483,
LOVE GROUP GLOBAL LTD,2023,2.197,0.310397554,
ENEGEX LTD,2023,3.627,-0.548949165,
ADVANCED HEALTH INTELLIGENCE,2023,8.907,-3.19955101,
INGHAMS GROUP LTD,2023,2574.3,0.335555556,
NEUROTECH INTERNATIONAL LTD,2023,5.309,-2.890207715,
AUTOSPORTS GROUP LTD,2023,1619.329,0.142750388,
MIDWAY LTD,2023,182.599,-0.020998051,
HORIZON GOLD LTD,2023,40.747,-0.072275741,
WRKR LTD,2023,18.257,-0.296809986,
SENSERA LTD,2023,6.558,-0.016260163,
COBALT BLUE HLDGS,2023,76.417,-0.099316033,
METALSTECH LTD,2023,8.161,-0.977241899,
WELLNEX LIFE LTD,2023,15.04,-5.590954977,
BIGTINCAN HOLDINGS LTD,2023,320.159,-0.122864015,
NOVATTI GROUP LTD,2023,145.634,-1.068404702,
8COMMON LTD,2023,5.738,-0.664654392,
UNICO SILVER LIMITED,2023,10.447,-1.493205031,
TEMPEST MINERALS LTD,2023,11.548,-0.090666214,
BENDIGO TELCO LTD,2023,13.413,0.008522151,
HARVEST TECHNOLOGY GROUP LTD,2023,10.569,-1.290683727,
TINYBEANS GROUP PTY LTD,2023,4.763,-1.103560662,
RACE ONCOLOGY LTD,2023,26.638,-0.322206708,
NOXOPHARM LTD,2023,10.128,-0.907233889,
QORIA LIMITED,2023,287.513,-0.535027917,
CARNABY RESOURCES LTD,2023,35.006,-0.443783441,
BOD SCIENCE LIMITED,2023,3.504,-5.756786102,
GREAT BOULDER RESO,2023,31.284,-0.155692536,
KALAMAZOO RESOURCE,2023,21.867,-0.176973246,
ROOLIFE GROUP LTD,2023,8.749,-0.466145833,
TECHNOLOGY METALS AUSTRALIA,2023,57.022,-0.035642871,
BLACKSTONE MINERAL LTD,2023,36.719,-0.682879171,
MARQUEE RESOURCES LTD,2023,19.223,-0.091741691,
TRINEX MINERALS LIMITED,2023,9.329,-0.322617861,
BIG RIVER INDUSTRIES LTD,2023,275.597,0.19024497,
CANN GROUP LTD,2023,129.466,-0.468771677,
SKIN ELEMENTS LTD,2023,1.686,-2.142441588,
MANUKA RESOURCES LTD,2023,61.506,-1.571999761,
MAGMATIC RESOURCES LTD,2023,4.83,-1.353020862,
BRYAH RESOURCES,2023,12.474,-0.160308691,
ALDERAN RESOURCES,2023,8.029,-0.317466511,
GOLDEN MILE RESOURCES,2023,6.983,-0.24331199,
OLIVER'S REAL FOOD,2023,9.385,,
KELLY PARTNERS GRO,2023,132.587,0.190513144,
AUDINATE GROUP LTD,2023,106.602,0.128631859,
SPECTUR LTD NPV,2023,5.593,-2.465626318,
RESOLUTION MINERALS LTD,2023,22.573,-0.375481373,
GLOBAL URANIUM AND ENRICHMEN,2023,33.791,-0.1143531,
SCOUT SECURITY LTD,2023,1.755,,
AUSTRALIAN ADVENTURE TOURISM,2023,11.761,0.057675145,
DELTA LITHIUM LIMITED,2023,194.62,-0.072758571,
GALENA MINING LIMI,2023,366.182,-0.470491066,
RIVERSGOLD LTD,2023,12.855,-0.2889334,
GATHID LTD,2023,11.132,-0.178496944,
TITOMIC LIMITED,2023,6.353,-4.577698164,
JOHNS LYNG GROUP,2023,785.482,0.138046875,
STATE GAS LTD,2023,40.914,-0.034989544,
NORONEX LTD,2023,3.324,-0.929878049,
NANOLLOSE LTD,2023,0.633,-1.235996327,
VANADIUM RESOURCES LTD,2023,31.412,-0.076940344,
WEBCENTRAL LIMITED,2023,116.85,-0.970282887,
RHYTHM BIOSCIENCES LTD,2023,7.695,-1.240733751,
IPERIONX LIMITED,2023,22.804,-1.246828432,
PEOPLEIN LIMITED,2023,396.868,0.127849259,
IXUP LIMITED,2023,7.379,-2.358776253,
RARE FOODS AUSTRALIA LIMITED,2023,16.597,-0.116692239,
CARAWINE RESOURCES LTD,2023,22.505,-0.052817256,
AIC MINES LTD,2023,194.7,-0.047574829,
DOMAIN HOLDINGS AUSTRALIA LT,2023,1490.124,0.033301461,
PROPEL FUNERAL PAR,2023,539.86,0.075722571,
BIO GENE TECHNOLOG,2023,3.835,-0.652407544,
COMMS GROUP LIMITED,2023,57.671,-0.018875627,
PARKD LTD,2023,0.691,-1.163556531,
WAGNERS HOLDING CO,2023,450.671,0.025506475,
NATIONAL TYRE & WH,2023,376.047,0.030114546,
CARBONXT GROUP LIM,2023,33.802,-0.436788321,
JAYRIDE GROUP LTD,2023,7.664,-2.169635735,
BLACK CAT SYNDICATE LTD,2023,128.181,-0.055670569,
EVION GROUP NL,2023,11.904,-0.323319157,
ACCELERATE RESOURC,2023,8.035,-0.330304114,
PODIUM MINERALS,2023,22.426,-0.357207946,
EAGLE MOUNTAIN MIN,2023,18.452,-1.814571296,
SATURN METALS LTD,2023,38.861,-0.098714865,
L1 LONG SHORT FUND,2023,3899.499,0.093565831,
MAKO GOLD LTD,2023,34.22,-0.054006849,
DXN LIMITED,2023,18.481,-2.666025024,
CLEARVUE TECHNOLOG,2023,12.203,-0.551675926,
GALILEO MINING LTD,2023,44.714,-0.045336922,
TOP EDUCATION GRP,2023,76.239,0.023283301,
WIDE OPEN AGRICULTU,2023,15.399,-0.860168373,
STAR COMBO PHARMA,2023,42.227,-0.116875912,
TRIGG MINERALS LTD,2023,1.398,-1.707979626,
1414 DEGREES LTD,2023,9.727,-0.189652494,
CONSTELLATION RESO,2023,2.801,-0.377520759,
NEUROSCIENTIFIC BI,2023,5.291,-0.209300049,
R3D RESOURCES LIMITED,2023,14.296,-0.207716855,
RMA GLOBAL LIMITED,2023,8.59,-14.54491018,
SULTAN RESOURCES L,2023,10.12,-0.200742221,
CALIX LTD,2023,127.506,-0.314992936,
PIVOTAL METALS LTD,2023,13.892,-1.19048958,
TEMPUS RESOURCES LTD,2023,23.584,-0.39302844,
ALDORO RESOURCES LTD,2023,13.231,-0.386927218,
ARCHTIS LTD,2023,24.875,-0.504794877,
HEALTHIA LTD,2023,395.938,0.037783967,
VINTAGE ENERGY LTD,2023,66.826,-0.23427359,
CAPRICE RESOURCES LTD,2023,14.593,-0.088948494,
QEM LIMITED,2023,3.389,-1.996061269,
STEALTH GROUP HOLDINGS LTD,2023,63.426,0.057957977,
ALTHEA GROUP HOLDINGS LTD,2023,48.34,-0.385430854,
TECHGEN METALS LTD,2023,5.854,-0.397089397,
MOHO RESOURCES NL,2023,9.324,-0.20060119,
IDENTITII LTD,2023,4.458,-1.229350277,
WISEWAY GROUP LIMITED,2023,62.34,-0.156982823,
NORWEST MINERALS LTD,2023,19.854,-0.072861907,
EMVISION MEDICAL DEVICES LTD,2023,11.518,-0.634798295,
ZOONO GROUP LTD,2023,14.572,-0.031648431,
GOLDEN STATE MINING LIMITED,2023,2.204,-1.080831409,
WOOMERA MINING LTD,2023,9.364,-0.401520017,
CANTERBURY RESOURCES LTD,2023,11.595,-0.072556324,
COLES GROUP LTD,2023,18292,0.321604938,
JAXSTA LTD,2023,9.695,,
EXOPHARM LIMITED,2023,5.881,-1.102520489,
THE CALMER CO INTERNATIONAL,2023,3.236,-4.778486782,
PVW RESOURCES NL,2023,4.18,-1.007948336,
TORQUE METALS LIMITED,2023,11.711,-0.202769439,
YANDAL RESOURCES LIMITED,2023,27.492,-0.041385068,
INNLANZ LIMITED,2023,7.757,-0.099718111,
SENTERPRISYS LTD,2023,5.04,-0.017046945,
ECOFIBRE LTD,2023,118.734,-0.432492469,
MONT ROYAL RESOURCES LTD,2023,9.603,-0.094552213,
READYTECH HOLDINGS LTD,2023,259.282,0.043943911,
BEAMTREE HOLDINGS LTD,2023,62.528,-0.144223141,
VIVA LEISURE LTD,2023,449.016,0.038719217,
POINTSBET HOLDINGS LTD,2023,606.769,-0.17430785,
WHISPIR LTD,2023,38.606,-0.653165864,
INVEX THERAPEUTICS,2023,22.804,-0.311795945,
RPM AUTOMOTIVE GROUP LTD,2023,106.085,0.042130082,
ECS BOTANICS HOLDINGS LTD,2023,26.127,0.022131074,
VERBREC LTD,2023,54.077,-0.535567677,
CODA MINERALS LTD,2023,23.555,-0.319649181,
NEW ZEALAND COASTAL SEAFOODS,2023,2.657,-3.160434258,
MADER GROUP LTD,2023,252.697,0.376374459,
K-TIG LTD,2023,5.481,-3.762503656,
OAR RESOURCES LTD,2023,7.97,-0.157232704,
DAMSTRA HOLDINGS LTD,2023,79.647,-0.76693145,
VITURA HEALTH LIMITED,2023,46.896,0.452146295,
HUBIFY LTD,2023,20.124,0.045486851,
TERRAGEN HOLDINGS LTD,2023,6.347,-0.503816794,
AMAERO INTERNATIONAL LTD,2023,18.246,-0.84565797,
TYRO PAYMENTS LTD,2023,431.037,0.035655412,
VECTION TECHNOLOGIES LTD,2023,42.102,-0.447495761,
NUCHEV LIMITED,2023,15.325,-0.614863686,
MIGHTY CRAFT LTD,2023,135.276,0.155577417,
ICETANA LTD,2023,2.394,-1.740160813,
AEROMETREX LIMITED,2023,41.671,-0.136840917,
METAL HAWK LTD,2023,9.095,-0.195266272,
CASTILE RESOURCES LTD,2023,36.201,-0.044193984,
GODOLPHIN RESOURCES LTD,2023,8.886,-0.294811217,
COBRE LIMITED,2023,31.501,-0.079710477,
COSOL LTD,2023,78.857,0.207065534,
TESORO GOLD LTD,2023,42.314,-0.093788136,
EMYRIA LTD,2023,10.164,-0.782403172,
KAISER REEF LTD,2023,32.296,0.048802832,
AML3D LIMITED,2023,8.837,-0.801947333,
ATOMO DIAGNOSTICS LTD,2023,16.474,-0.502878497,
PURE FOODS TASMANIA PTY LTD,2023,19.732,-0.152887029,
INTELICARE HOLDINGS LTD,2023,2.482,-2.405134376,
DYNAMIC GROUP HOLDINGS LTD,2023,105.908,0.047258147,
DUG TECHNOLOGY LTD,2023,47.069,0.286441939,
4DMEDICAL LTD,2023,92.924,-0.480411694,
FORBIDDEN FOODS LIMITED,2023,2.652,-1.409794468,
AUSTRALIAN STRATEGIC MATL,2023,267.22,-0.126448731,
AI-MEDIA TECHNOLOGIES LTD,2023,100.797,-0.051472284,
RESOURCE DEVELOPMENT GROUP,2023,236.487,0.140208634,
CASPIN RESOURCES LTD,2023,4.622,-1.84171123,
NORTH STAWELL MINERALS LTD,2023,14.004,-0.128869017,
AUSSIE BROADBAND LTD,2023,693.587,0.077491111,
CLEANSPACE HOLDINGS LIMITED,2023,28.975,-0.314529386,
DOUUGH PTY LTD,2023,2.798,-2.995540139,
NATIVE MINERAL RESOURCES HOL,2023,0.566,-10.75613276,
ADISYN LTD,2023,9.909,-0.941976621,
DUSK GROUP LIMITED,2023,89.524,0.316567401,
ADORE BEAUTY GROUP LIMITED,2023,62.411,-0.015203645,
MIRAMAR RESOURCES LIMITED,2023,9.098,-0.156540346,
DETERRA ROYALTIES LTD,2023,113.473,1.44672452,
