Player,DOB,height,weight
"Stevens, Alan",1923-08-05,183,80
"Hancock, Bobby",1922-06-22,168,67
"Pickett, Des",1925-06-04,179,83
"Dean, Greg",1928-10-14,182,78
"Meehan, Jack",1922-12-11,180,76
"McBean, Mal",1921-10-04,180,80
"Lewis, Les",1926-09-03,175,67
"Carroll, Laurie",1926-03-25,187,83
"Lumsden, Bill",1924-12-24,169,67
"Ramsay, Gordon",1929-03-22,180,83
"ODonnell, Kevin",1924-07-12,183,80
"Millar, Len",1926-04-08,183,76
"Drinan, Jack",1923-10-19,178,80
"Murnane, Danny",1925-03-23,188,86
"Richardson, Tony",1925-06-28,169,74
"Mattingly, Dudley",1928-04-03,178,80
"Cahill, Pat",1919-07-25,188,83
"Myers, Henry",1921-11-16,180,89
"Le Lievre, Stan",1920-07-31,183,86
"Stamps, Bill",1921-08-22,178,70
"Schedlich, Harold",1915-09-05,188,80
"Howe, Jack",1922-03-24,168,68
"Connally, Jack",1927-02-22,178,73
"Lundberg, Jim",1921-06-19,178,64
"Carmody, Bill",1922-12-25,178,76
"Curtin, John",1924-11-08,185,89
"Fountain, Roy",1915-02-16,188,96
"Stretton, Alan",1922-09-30,187,94
"Bibby, Bob",1925-04-18,179,70
"Kerr, Geoff",1925-04-07,188,83
"Meek, Les",1918-07-21,177,81
"Gardner, Les",1923-09-30,178,78
"Willis, Les",1922-05-02,179,92
"Williamson, Col",1913-12-31,185,85
"Miller, Keith",1919-11-28,185,80
"Driver, Geoff",1920-12-31,173,70
"Garvin, Reg",1912-09-19,182,87
"Loxton, Sam",1921-03-29,182,80
"Armour, Wal",1921-04-28,183,82
"Ashdown, Joe",1922-12-30,180,80
"Winward, Billy",1920-11-09,185,77
"Harbour, Charlie",1924-06-20,183,76
"Kallady, Kevin",1923-07-04,184,90
"Butler, Bill",1920-07-31,180,77
"Darveniza, Trojan",1921-11-30,187,96
"McIntosh, Bob",1921-10-17,183,83
"Lowry, Jack",1916-11-25,180,76
"Gray, Les",1921-10-04,169,67
"Walker, Ken",1919-10-17,183,83
"Snell, Sam",1911-05-08,185,78
"Vontom, Clarrie",1914-06-10,171,71
"Hall, Jim",1919-03-10,168,65
"Geddes, Gordon",1922-07-08,175,73
"Aubrey, Bob",1921-11-14,174,71
"Johnstone, Murray",1925-05-19,187,89
"Comerford, Eric",1912-07-03,178,78
"Keating, Joe",1922-01-24,185,76
"Butling, Don",1926-05-14,179,73
"Williams, Ron",1917-06-30,174,66
"Burns, Les",1920-02-23,178,80
"Everon, Sam",1922-07-31,173,74
"Obst, Stan",1926-07-01,179,75
"Mummery, Allan",1916-05-10,178,83
"Killigrew, Alan",1918-01-27,168,71
"Rowell, Les",1921-10-22,173,68
"Handley, Les",1918-12-29,177,80
"ODonnell, Brendon",1917-04-12,191,83
"Connelly, Jack",1918-08-04,179,80
"Orger, Phonse",1915-01-21,178,74
"Morcom, Peter",1923-11-09,188,81
"Indian, Jack",1926-06-08,179,73
"Bermingham, Brendon",1914-05-26,187,91
"Booth, Jack",1918-04-24,170,70
"Gracie, Ray",1917-09-01,185,86
"Taylor, Fred",1918-12-18,170,69
"Kelly, Jack",1916-07-15,174,69
"Hazelwood, Les",1920-09-09,170,73
"Rose, Arthur",1919-07-10,178,73
"Pearce, Ray",1916-09-29,170,73
"Clark, Bill",1922-12-12,188,92
"Kerley, Don",1917-03-10,184,78
"Grainger, George",1921-07-02,185,86
"Tormey, Stan",1916-07-10,179,76
"Calvert, Jim",1917-09-06,179,NA
"Rohleder, Kevin",1920-04-07,178,64
"Ellis, Ron",1915-09-19,185,83
"Burton, Fred",1918-06-04,182,85
"Bryant, Ken",1922-11-12,183,80
"Gravell, Jack",1914-03-14,178,76
"Raines, Norm",1920-09-22,183,82
"Brenchley, Jack",1910-11-23,179,80
"Hilsz, Marcel",1921-02-09,178,83
"Way, Neville",1924-03-16,183,87
"Hudson, Bill",1920-11-11,185,86
"House, Harry",1919-07-15,173,73
"Cairns, Arthur",1917-04-07,175,NA
"Probyn, Dudley",1912-10-01,182,84
"Yewers, Jim",1917-11-01,191,83
"Matthews, Jim",1919-11-07,179,77
"Parker, George",1921-01-20,184,81
"Robertson, Arthur",1916-05-25,183,85
"Mudge, Ron",1920-12-11,179,73
"Whitehead, Jack",1913-06-17,175,78
"Tanner, George",1914-08-09,183,85
"Gravell, Norm",1915-07-15,170,67
"Cunningham, Pat",1914-05-22,179,72
"Weiss, Alby",1914-07-18,182,77
"Lloyd, Stan",1911-11-06,183,79
"Cliff, Jack",1919-05-23,175,74
"Ward, Eric",1913-07-04,180,71
"Flegg, Bob",1918-08-19,178,77
"Bray, Jack",1916-01-11,178,85
"McGrath, Don",1914-06-13,175,75
"Dawson, Bob",1921-01-03,169,67
"Hines, Marcus",1919-11-20,170,71
"Hoppen, Ted",1918-03-17,170,76
"OBrien, Terry",1918-11-07,159,63
"Oatway, Alby",1913-09-29,184,88
"Curyer, Clarrie",1912-12-11,177,81
"McLean, Bob",1914-02-01,194,99
"Rogers, Jack",1913-03-30,183,77
"Mohr, Bill",1909-06-29,182,81
"Hartridge, Ron",1919-11-08,179,80
"Maskell, Les",1917-11-04,179,86
"Riordan, Clarrie",1917-08-01,183,77
"Cranage, Eddie",1917-06-12,187,79
"Rayment, Doug",1910-12-13,165,76
"Maslen, Bill",1916-01-01,173,73
"Sawley, Albert",1915-10-27,182,66
"OHalloran, Kevin",1915-01-17,193,102
"Kline, Roy",1915-06-08,175,69
"Davis, Jack",1908-07-16,189,84
"Fisher, Ron",1911-08-07,188,85
"Hender, Allan",1908-04-23,175,78
"Showell, Jack",1915-02-07,179,81
"Andrew, George",1917-10-05,182,73
"Peak, Alec",1916-11-11,166,65
"Buchanan, Allan",1916-03-12,178,NA
"Bell, Paul",1914-04-12,174,73
"Flett, Bob",1914-03-03,180,81
"Millar, Ted",1918-10-31,174,80
"Boyd-Gerny, Len",1916-05-21,175,67
"Cheffers, Percy",1913-06-01,178,73
"Hartnett, Pat",1910-05-17,180,79
"Cole, Billy",1909-08-09,170,68
"Roberts, William",1908-12-04,178,74
"Dell, Joe",1916-02-22,180,73
"White, Clarrie",1914-02-27,168,66
"Mills, Wallace",1915-01-07,187,84
"Bates, Percy",1913-04-12,179,81
"Thoms, Bobby",1909-07-15,184,79
"Comte, Harry",1909-03-10,175,71
"Gale, Tom",1912-10-14,183,80
"Gatti, Lou",1915-03-07,168,70
"Goldstraw, Cliff",1916-02-24,177,81
"Scanlon, Jack",1911-01-11,180,83
"Perkins, Jack",1903-01-20,179,88
"Hayden, Bernie",1915-01-04,180,77
"Bertram, Ossie",1909-04-17,175,76
"Millard, George",1914-03-11,183,87
"Chitty, Peter",1912-03-11,170,70
"Wilkins, Darrell",1915-10-01,170,75
"Guyer, Charlie",1909-02-17,184,84
"Roberts, Arthur",1911-03-28,178,76
"Gainger, Harold",1909-06-23,182,83
"Jennings, Johnny",1911-11-21,171,70
"Hindson, Clarrie",1907-10-06,173,73
"Bourne, Doug",1908-12-22,168,67
"McCoy, Jack",1910-11-30,183,76
"Penny, Ern",1912-03-16,165,67
"Retell, Arthur",1906-01-22,183,88
"Wilkinson, Jack",1914-08-16,189,88
"Jones, Lloyd",1906-01-04,170,67
"Garbutt, Joe",1903-09-23,185,79
"Chapman, George",1909-07-02,180,86
"Connell, Jack",1912-08-24,189,84
"Watson, Colin",1900-10-12,180,83
"Lake, Jack",1914-07-20,178,78
"Weber, Geoff",1915-01-09,187,96
"Evans, Lou",1909-01-22,NA,NA
"Jago, Les",1907-12-10,178,80
"Paez, Bill",1912-02-12,175,68
"Cave, Matt",1910-03-30,190,86
"Forbes, Jim",1908-12-26,178,82
"Gotz, Bruce",1913-07-21,188,83
"Ranson, Trevor",1912-03-29,187,85
"Neill, Harry",1907-02-11,185,86
"Anderson, Jack",1909-03-03,185,82
"Neil, Geoff",1909-05-03,166,77
"Kenna, Bob",1908-10-24,174,NA
"Downie, Bill",1908-12-04,184,81
"Schlitz, George",1909-08-11,180,NA
"Green, Billy",1910-01-01,175,74
"Batson, George",1912-11-03,177,NA
"Bourne, Charlie",1906-10-29,170,69
"Bence, Roy",1900-04-01,163,67
"King, Stuart",1906-04-22,184,86
"Strang, Colin",1910-08-10,184,NA
"Fogarty, Tom",1909-05-15,185,79
"McCarthy, Ted",1911-03-19,175,NA
"Peel, Alan",1908-12-29,174,NA
"McLeod, Jack",1907-08-08,185,88
"Needham, Eric",1913-06-07,179,74
"Matthews, Harold",1902-12-07,179,83
"Phillips, Fred",1905-05-27,183,74
"Fisher, Clem",1908-02-03,185,NA
"Kay, Percy",1910-06-30,180,NA
"Hugo, Roy",1909-07-17,179,78
"Jones, Les",1910-04-10,180,83
"Stewart, Don",1913-07-16,178,NA
"Whitehead, Charlie",1899-05-18,188,85
"McKey, Denis",1910-03-13,188,86
"Loes, Jack",1910-06-18,183,NA
"Drew, Reg",1910-08-21,173,66
"Ludlow, Arthur",1906-07-22,185,86
"Stevens, Billy",1905-08-06,177,72
"White, George",1908-09-20,175,77
"Mason, Horrie",1903-04-30,177,80
"Keddie, Jim",1906-05-31,173,79
"McLorinan, Jock",1906-08-31,184,NA
"Fraser, Alex",1908-12-25,175,73
"Hutchesson, Frank",1907-11-22,174,72
"Gambetta, Cyril",1899-08-01,180,80
"Sanneman, Ed",1902-06-22,185,82
"Cubbins, Bill",1899-05-04,180,80
"Scott, Alan",1900-08-25,183,83
"Beattie, Clyde",1905-08-21,174,81
"Storey, Keith",1905-05-15,182,NA
"Lucas, Victor",1907-03-23,177,NA
"Hepburn, Stan",1904-07-20,175,77
"Warr, Danny",1905-10-22,170,76
"Hart, Arthur",1905-06-10,185,85
"Taylor, Jim",1907-02-02,187,87
"Bahen, Con",1909-01-29,178,74
"Shelton, Jack",1905-01-24,180,80
"Mohr, Jack",1906-07-11,179,84
"Carr, Barney",1897-08-27,175,75
"Smedley, Bert",1905-04-01,NA,NA
"Terry, Ed",1904-07-04,NA,NA
"Lucas, George",1901-01-07,180,83
"De Araugo, Maurie",1902-05-24,188,86
"Shelton, Jack",1903-01-29,178,83
"Lomer, George",1904-05-14,188,84
"Leaper, Roy",1906-07-09,184,85
"Dalton, Jim",1904-12-29,167,65
"Gunnyon, Wal",1895-05-16,183,83
"Fidler, Jack",1905-09-29,177,NA
"Scully, Frank",1899-10-28,171,NA
"Cormack, Eric",1905-02-18,NA,NA
"Hutton, Allan",1908-08-27,187,NA
"Vary, Alec",1908-01-03,177,NA
"Bryce, Allan",1905-08-30,183,82
"Brown, Harry",1903-10-16,173,NA
"Forty, Jack",1906-03-07,177,77
"Day, Bert",1900-03-13,175,73
"Lakin, Harry",1897-01-30,183,NA
"Scott, Alan",1907-02-19,177,73
"Kuhl, Harry",1903-03-07,170,75
"Trainor, Luke",1900-12-17,179,NA
"Dunstan, George",1904-07-19,179,NA
"Rae, Bruce",1900-01-23,NA,NA
"Carswell, Tommy",1901-10-22,NA,NA
"Peacock, Harold",1897-08-27,179,81
"Shelley, Jack",1905-08-01,179,NA
"Palmer, Jack",1905-01-02,NA,NA
"Strange, Albert",1905-06-14,NA,NA
"Newman, Sam",1901-01-06,NA,NA
"De Garis, Rex",1896-12-29,175,70
"Armstrong, Jack",1899-04-21,185,83
"Mitchell, Norm",1900-02-19,174,72
"Guthrie, Herbert",1902-09-29,171,NA
"Morden, Jim",1899-07-20,178,NA
"Deagan, Albert",1902-08-14,179,NA
"Milne, Jimmy",1898-09-19,175,NA
"Sullivan, Clarrie",1898-04-05,179,NA
"Cleal, Peter",1903-04-06,185,82
"Bidgood, Jack",1902-05-30,NA,NA
"Jenkins, Jimmy",1897-02-15,193,89
"Reynolds, Les",1899-06-03,179,NA
"Illingworth, Jim",1901-09-27,182,NA
"Henke, Joe",1903-06-25,182,79
"Archer, Tim",1897-02-13,177,NA
"Dore, Fred",1903-09-04,NA,NA
"White, Henry",1905-07-09,174,NA
"Thomson, Alan",1899-09-01,178,79
"Grounds, Housie",1903-09-09,179,77
"Cock, Arthur",1900-03-17,166,NA
"McNamara, Dave",1887-01-22,193,92
"Cameron, Wally",1896-11-13,191,NA
"Pennicott, George",1897-09-29,192,96
"Ward, Bill",1901-03-30,NA,NA
"Lamplough, Orville",1897-03-13,177,NA
"Sullivan, Gene",1903-05-04,173,NA
"Carlyon, Tom",1902-04-27,183,79
"Donaldson, Eric",1898-01-09,184,78
"Lever, Harry",1886-01-05,178,76
"Morrison, Les",1895-01-25,182,NA
"Cooper, Stan",1899-04-08,182,NA
"Williams, Stan",1891-07-19,178,73
"Woodcock, Bill",1888-06-29,182,96
"Curtayne, Bob",1894-03-29,161,NA
"Grigg, Harry",1899-03-30,174,68
"Tuck, Wally",1897-08-12,184,NA
"Hannan, Bill",1899-01-03,NA,NA
"Osborne, Bill",1902-11-04,NA,NA
"Silcock, Frank",1894-10-17,NA,NA
"Shelton, Jim",1897-03-13,185,82
"Dawson, Artie",1891-06-17,NA,NA
"Griffiths, Rowley",1895-03-13,168,73
"Aldridge, Ivor",1899-11-13,178,72
"Howell, Gus",1897-06-25,177,NA
"Lloyd, Bill",1896-07-23,168,NA
"Collins, Ted",1893-09-22,168,67
"Kennedy, Pat",1898-07-30,191,84
"Deagan, Jimmy",1898-03-22,178,NA
"Polinelli, Larry",1891-12-19,182,83
"Cazaly, Roy",1893-01-13,180,80
"Maloney, Pat",1894-03-05,179,NA
"Noonan, George",1894-10-18,180,NA
"Sarll, Billy",1899-10-09,174,NA
"Walsh, Leo",1900-03-04,NA,NA
"Vernon, Ernie",1895-09-03,173,NA
"Denman, Claude",1896-04-03,170,NA
"Duffy, Kevin",1897-04-13,178,NA
"Quinn, Frank",1893-07-11,180,NA
"McLeish, Maurie",1899-06-05,178,74
"Stevens, Steve",1903-02-05,NA,NA
"Thomson, Doug",1896-12-14,164,NA
"Gleeson, Frank",1897-09-25,168,NA
"Bragg, Albert",1896-08-05,166,NA
"Hallett, Norm",1894-03-05,171,NA
"Kelly, Paddy",1896-02-08,174,NA
"Hansen, Jack",1898-02-28,177,NA
"Campbell, Joe",1893-10-10,183,NA
"Leech, Arthur",1896-08-20,174,NA
"Schaefer, Carl",1894-02-16,173,NA
"Lowrie, Bill",1893-01-03,178,72
"Bulmer, Ted",1889-09-02,171,NA
"Gill, Steve",1896-08-02,173,NA
"Munro, Gordon",1893-12-17,191,NA
"Jory, Percy",1888-12-21,180,87
"Sinclair, Alan",1900-04-17,177,NA
"Dangerfield, Gordon",1885-09-27,182,83
"Ostberg, Roy",1897-03-21,182,NA
"Griffiths, Bill",1896-03-24,182,78
"Berry, Reg",1892-06-21,173,NA
"Hair, Ben",1892-09-29,178,79
"Davies, Alwyn",1896-03-19,173,NA
"Hardie, Max",1900-02-11,NA,NA
"White, Paul",1893-07-04,NA,NA
"Ryan, Peter",1891-09-05,177,78
"Talbot, Bill",1895-03-18,168,NA
"Cazaly, Ernest",1886-03-02,179,NA
"Lang, Tommy",1890-11-11,173,NA
"Corbett, Leo",1895-06-25,191,86
"Russell, Bobby",1893-07-02,178,80
"Atkins, Bert",1885-01-17,180,76
"Thompson, Reg",1895-04-09,175,NA
"Buntine, Arnold",1898-12-27,180,NA
"Hogan, Edwin",1893-05-12,179,NA
"Gordon, Eric",1898-06-14,177,NA
"Rahilly, Joe",1896-06-22,174,NA
"McPherson, Frank",1896-02-27,NA,NA
"Turnbull, Fred",1884-02-04,182,NA
"Horsenail, Harry",1892-01-18,160,NA
"Balme, Gerry",1885-04-27,173,NA
"Sharp, Algy",1889-06-30,180,NA
"Sprigg, Jim",1896-06-08,175,67
"Bastin, George",1893-08-20,NA,NA
"Hattam, Harrie",1890-07-07,178,77
"Harrison, Fred",1893-02-18,179,78
"Richardson, Eric",1891-07-23,178,NA
"James, Ted",1889-06-19,170,66
"Couttie, Vern",1891-05-07,166,NA
"McDonald, George",1893-02-22,171,NA
"Roberts, Clarrie",1888-11-04,163,NA
"Chapman, Bert",1891-12-01,177,75
"Brady, Stan",1887-04-20,173,NA
"Foo, Ernie",1891-07-30,177,NA
"Farmer, Roy",1892-12-07,182,86
"Gant, Wally",1890-07-07,179,NA
"Baird, Des",1888-06-26,182,74
"McDonald, Angus",1890-10-26,168,NA
"Morrissey, George",1883-01-01,174,82
"Sellars, Ernie",1890-06-20,170,66
"Lynch, Phil",1890-05-13,183,80
"Anderson, Billy",1892-08-15,NA,NA
"Doolan, Jim",1888-10-08,175,NA
"Barwick, Vic",1879-06-17,177,81
"Thomas, Artie",1884-09-21,NA,NA
"Menzies, Jock",1887-10-31,170,NA
"Pierce, Bert",1886-03-08,NA,NA
"Hanson, Fred",1888-05-15,174,72
"Booth, Harold",1886-08-04,NA,NA
"Ebbott, Gil",1890-08-26,168,58
"Burns, Ted",1889-02-02,175,NA
"Colquhoun, Hugh",1892-10-18,NA,NA
"MacKenzie, Alex",1882-01-13,170,NA
"Cave, Bob",1888-08-13,165,64
"Plowman, Hugh",1889-04-21,NA,NA
"Patterson, Bill",1888-09-15,NA,NA
"Hart, Aubrey",1893-09-04,171,NA
"McKenzie, Ken",1887-04-20,173,NA
"Lowenstern, Otto",1888-12-07,177,NA
"Robinson, Gordon",1888-04-12,NA,NA
"Merrett, Henry",1886-06-29,171,NA
"Crowl, Claude",1892-12-26,179,NA
"Smith, Rowley",1891-06-18,160,NA
"Ingham, Norm",1890-05-25,175,NA
"Linay, Fred",1890-07-27,174,NA
"Whittle, Jack",1890-01-10,170,NA
"Ainslie, Brodie",1891-08-10,179,NA
"Bray, Henry",1891-06-13,170,NA
"McNamara, Henry",1884-01-23,NA,NA
"Bowtell, Alby",1887-06-27,173,NA
"Donnelly, Peter",1891-02-19,174,NA
"Hammond, Alf",1887-07-30,175,NA
"OPelt, Otto",1888-02-12,175,NA
"Soutar, Tom",1893-03-16,177,NA
"Ward, Bill",1891-11-16,171,69
"Scott, Wally",1884-06-28,168,63
"Outen, Matt",1883-07-02,182,NA
"Baird, Tom",1884-05-06,163,NA
"Parker, Harold",1892-09-26,177,NA
"Butler, Bert",1889-02-09,177,81
"Hunt, Claude",1887-12-06,175,NA
"Stephens, Joe",1887-07-23,NA,NA
"Graham, Wally",1889-10-21,175,NA
"Gregson, Reg",1891-02-13,184,83
"Biggs, Albert",1889-05-24,NA,NA
"Monar, Bob",1884-08-31,NA,NA
"Stewart, Jim",1888-11-02,166,63
"Walker, Jack",1892-05-16,182,68
"Handley, Tom",1885-12-24,NA,NA
"Gathercole, Harry",1887-04-13,177,NA
"OBrien, Bill",1887-09-27,170,67
"Gravenall, Sam",1885-07-18,179,NA
"Crow, Jim",1885-10-31,178,NA
"OBrien, Eddie",1883-05-04,179,NA
"Thom, Syd",1889-03-16,173,NA
"Pickerd, Charles",1892-01-07,NA,NA
"Baker, Herb",1879-06-09,179,79
"Jamieson, Les",1886-10-19,178,NA
"Woodfield, Ern",1888-08-18,177,NA
"Rowe, Bobby",1883-11-27,NA,NA
"Holmes, Lou",1892-07-07,173,NA
"Wilson, Arnie",1885-09-22,178,NA
"Mearns, Bill",1885-05-04,NA,NA
"Parkinson, Viv",1882-07-03,170,NA
"Williams, George",1881-02-10,NA,NA
"Watson, Russ",1892-12-26,175,NA
"Williams, Frank",1884-10-26,NA,NA
"Watts, Johnny",1883-09-27,NA,NA
"Sheehan, Stan",1886-09-08,180,80
"Bushell, Joe",1888-03-03,179,NA
"Lamprell, Tommy",1887-06-08,NA,NA
"Nilen, John",1878-01-30,177,NA
"Smith, Ted",1887-05-28,174,NA
"Feehan, Dan",1880-02-07,177,NA
"Banbury, Vern",1890-08-21,180,73
"Griffin, Frank",1886-06-16,179,NA
"Brown, Jack",1886-07-04,171,67
"Turner, Frank",1886-07-31,171,NA
"McDonald, Les",1885-07-14,178,NA
"Ross, Gower",1890-04-01,170,NA
"Bland, Norm",1889-03-10,NA,NA
"Egan, Harold",1884-11-28,177,NA
"Egan, Billy",1886-11-07,173,NA
"Moroney, Joe",1890-04-26,175,75
"Bradley, Syd",1880-03-08,177,NA
"Hosking, Alby",1885-07-27,177,NA
"Clarke, Harry",1885-10-06,NA,NA
"Cobain, Arthur",1880-11-02,NA,NA
"Heron, Keith",1890-05-24,175,NA
"Madden, Bill",1881-11-18,170,NA
"Pattinson, Artie",1880-05-13,189,92
"Clymo, Charlie",1884-10-30,NA,NA
"Campbell, Dick",1884-12-08,NA,NA
"Ritchie, Joe",1886-09-26,NA,NA
"Alcorn, Ted",1884-06-14,NA,NA
"Stewart, Billy",1884-08-03,178,81
"Caldwell, Arthur",1886-02-23,168,NA
"Young, Bill",1886-12-18,NA,NA
"Riley, Jeff",1880-01-16,169,NA
"Smith, Jimmy",1877-01-04,178,76
"Murtagh, Owen",1887-11-09,179,NA
"Fregon, Angus",1880-07-18,180,NA
"Richardson, Bert",1887-01-03,174,NA
"Julian, Jack",1885-02-14,178,NA
"Hall, Harry",1882-12-17,NA,NA
"Parsons, Harry",1884-10-08,178,76
"OConnell, Bert",1885-09-07,164,NA
"Northey, Bob",1882-03-13,174,NA
"Hill, Doug",1884-01-27,177,NA
"Mitchell, Hector",1887-08-19,NA,NA
"Abbott, Ernie",1883-07-12,174,NA
"Landt, Alby",1888-09-19,174,NA
"Duff, Leo",1885-03-18,NA,NA
"Cromie, Bob",1881-08-14,173,NA
"Kulpa, Bismarck",1886-11-17,178,NA
"Farmer, Horrie",1888-10-06,179,75
"OConnor, Pat",1881-01-20,180,NA
"Renfrey, Bert",1879-05-05,185,86
"Jackson, Tommy",1885-07-29,169,66
"Brain, Horrie",1885-11-17,177,NA
"Williams, Billy",1888-05-02,NA,NA
"Matthews, Jimmy",1884-04-03,178,75
"OBrien, Dan",1884-10-27,NA,NA
"Miles, Arthur",1888-02-19,173,71
"Outen, Wyn",1880-05-23,175,NA
"Gilding, John",1884-07-04,178,NA
"Baker, Charlie",1880-06-18,175,NA
"Trevillian, Alf",1877-04-22,NA,NA
"Gerrard, Arthur",1886-04-28,NA,NA
"OConnor, Ned",1877-06-03,177,NA
"Williamson, Ern",1880-05-26,184,NA
"Roberts, Len",1880-07-04,NA,NA
"Gardiner, George",1877-12-15,177,NA
"Edwards, Ted",1883-09-24,175,NA
"Field, Bert",1884-06-05,175,NA
"Hogan, Joe",1875-11-27,179,80
"OConnell, Ossie",1884-09-16,NA,NA
"Fagan, Jim",1882-05-24,NA,NA
"Carlson, Bill",1885-11-17,NA,NA
"Dowding, Jack",1881-01-28,182,NA
"Kay, Charlie",1884-03-02,182,NA
"McCarthy, Jack",1884-04-22,NA,NA
"Cowell, Bill",1887-02-19,NA,NA
"Johnson, Bill",1882-06-28,NA,NA
"Robertson, Frank",1882-04-25,171,NA
"House, Frank",1884-02-22,NA,NA
"Beales, Claude",1887-08-23,NA,NA
"King, Jim",1873-11-23,NA,NA
"Wearmouth, Joe",1878-06-04,180,NA
"Rowe, Charles",1882-06-14,NA,NA
"Thomas, Glyn",1882-12-09,NA,NA
"Hannagan, Jack",1885-05-16,NA,NA
"Rickards, Gordon",1884-04-12,180,NA
"Crichton, Hugh",1882-01-20,173,NA
"Dunne, Frank",1875-08-13,180,NA
"Herman, Alby",1879-03-28,164,NA
"McGarry, Barney",1881-08-05,NA,NA
"Moffitt, Arnold",1883-12-12,171,NA
"Downes, Gordon",1878-06-23,170,NA
"Jones, Lewis",1883-12-20,168,68
"Marchant, Joe",1884-09-11,NA,NA
"Sheehan, Jimmy",1884-04-03,174,NA
"Nixon, Fred",1874-09-26,NA,NA
"King, Jack",1879-01-15,NA,NA
"Kenny, Frank",1878-08-09,NA,NA
"Evans, Ivor",1887-07-24,178,NA
"Scullion, Dan",1886-06-03,188,NA
"Smith, Howard",1878-03-07,166,NA
"McNamara, Tom",1874-06-03,NA,NA
"Griffin, Des",1882-06-26,175,NA
"Robertson, Val",1879-04-11,166,NA
"Hallahan, Jim",1878-06-04,176,72
"Moloney, John",1881-11-15,NA,NA
"Stark, David",1879-09-15,NA,NA
"Marshall, Jim",1882-01-16,NA,NA
"McLeod, George",1871-09-13,NA,NA
"Dinsmore, Bart",1879-11-17,173,NA
"Stanlake, Claude",1882-10-12,173,NA
"McGrath, Jerry",1874-12-25,NA,NA
"Morgan, George",1877-10-10,168,NA
"Trinder, Horrie",1875-08-29,173,NA
"Sandford, Ben",1877-11-14,169,NA
"Markillie, Mal",1880-12-14,173,NA
"Hall, George",1880-04-16,173,NA
"Hudson, Herb",1880-05-28,NA,NA
"Pye, Ernie",1880-04-25,NA,NA
"OBrien, Martin",1875-10-16,NA,NA
"Robertson, Tom",1876-11-02,180,NA
"English, Mick",1882-09-17,183,NA
"Crowe, Tom",1880-10-03,NA,NA
"Molesworth, Bob",1879-11-24,179,NA
"McCracken, Peter",1883-02-04,171,NA
"Matthews, Bill",1876-05-18,NA,NA
"Mullany, Charlie",1881-06-03,NA,NA
"ONeill, Robert",1883-04-03,NA,NA
"Clarke, Charlie",1879-12-09,175,NA
"Carpenter, George",1881-05-28,NA,NA
"Brunning, Herb",1886-05-26,NA,NA
"Kennedy, Bill",1882-07-25,NA,NA
"Sinclair, Alex",1882-01-29,175,NA
"Clarke, Walter",1883-02-03,NA,NA
"Pickering, Bill",1879-06-21,NA,NA
"Ockleshaw, Bill",1876-12-19,174,NA
"Hall, Ted",1876-02-08,177,NA
"Pinniger, Henry",1872-08-03,182,NA
"Nicholls, Ernest",1884-03-31,NA,NA
"Sandford, George",1872-07-06,174,NA
"Robertson, Gus",1883-08-29,175,NA
"Jennings, Bill",1879-11-17,NA,NA
"Pearce, Arthur",1881-01-01,179,66
"Richardson, Alfred",1878-03-31,180,80
"Carr, Tommy",1882-04-15,NA,NA
"Robertson, Bert",1880-10-10,173,NA
"Gray, Sam",1880-08-01,NA,NA
"Clough, Claude",1884-10-08,NA,NA
"Sutherland, George",1876-02-24,NA,NA
"Wilks, Reg",1878-04-02,174,NA
"Crennan, John",1880-08-05,171,NA
"Brennan, Arthur",1881-03-02,179,NA
"Clements, Herb",1882-01-18,NA,NA
"Delaney, Lawrie",1883-06-11,170,NA
"Aurish, Ern",1878-08-09,171,NA
"McGuinness, Paddy",1878-04-26,171,NA
"Luck, Harry",1876-10-28,177,NA
"Graeme, Cec",1873-06-03,179,NA
"Stewart, Andy",1876-09-23,177,NA
"Murphy, Tim",1878-07-22,179,NA
"Nash, Bill",1882-06-22,NA,NA
"Spilcker, George",1874-06-12,NA,NA
"Anderson, Bill",1878-07-01,NA,NA
"Dando, Johnny",1877-11-28,165,NA
"Scott, Arthur",1878-05-24,173,67
"Rinder, Bob",1878-12-08,179,NA
"McGregor, Billy",1876-11-20,NA,NA
"Robertson, Ralph",1882-08-05,171,68
"OHara, Bill",1879-01-09,180,81
"Wawn, Roy",1880-05-20,177,NA
"Jackson, Henry",1877-12-20,NA,NA
"Stewart, Harold",1876-04-26,171,NA
"Allard, Gordon",1877-05-18,NA,NA
"Richardson, Bill",1880-02-10,177,78
"OGorman, Michael",1874-11-08,164,NA
"Stewart, George",1873-11-21,178,81
"White, Jack",1876-12-04,171,82
"Rutherford, George",1875-07-30,177,NA
"Campbell, Bob",1868-09-06,NA,NA
"Williams, Gerry",1877-09-28,NA,NA
"Harris, Bill",1877-05-14,170,67
"Warry, Fred",1880-12-04,173,NA
"Strickland, Dave",1877-12-04,179,NA
"Wilson, Gillie",1869-01-09,NA,NA
"May, George",1875-01-03,177,81
"Blackwood, Bill",1873-02-13,NA,NA
"Wallace, Alec",1881-07-31,178,NA
"Wishart, Bill",1882-07-17,173,NA
"Heron, Wal",1875-05-16,173,NA
"Glenister, Ernie",1873-10-12,NA,NA
"Young, Alex",1879-10-07,NA,NA
"Whitelaw, Fred",1878-01-25,178,NA
"Allan, Andy",1869-06-13,NA,NA
"Hefter, Gus",1873-04-29,164,NA
